Question,Answer,Mode
off-campus drives info variation 1040,LPU also assists in off-campus placement opportunities.,General
medical center info variation 1041,LPU has a 24/7 hospital with ambulance services.,General
university fests info variation 1042,Global Carnival and One India are the biggest annual fests.,General
gate pass info variation 1043,Hostelers need an online gate pass for night outs.,General
ETE exams info variation 1044,End-term exams are comprehensive and usually hold 60% weightage.,General
student code of conduct info variation 1045,Follow the handbook for all university rules and ethics.,General
mock interviews info variation 1046,Regular mock interviews are held to boost student confidence.,General
WiFi access info variation 1047,Full campus is WiFi-enabled with high-speed connectivity.,General
RMS portal info variation 1048,Use the Relationship Management System (RMS) for any complaints.,General
disciplinary committee info variation 1049,Strict actions are taken for breaking university rules.,General
disciplinary committee info variation 1050,Strict actions are taken for breaking university rules.,General
credit system info variation 1051,LPU follows a Choice Based Credit System (CBCS).,General
credit system info variation 1052,LPU follows a Choice Based Credit System (CBCS).,General
aptitude training info variation 1053,Intensive aptitude training starts from the 5th semester.,General
sports complex info variation 1054,The Shanti Devi Mittal Indoor Sports Complex is world-class.,General
MTE exams info variation 1055,Mid-term exams usually hold 20% weightage in the total grade.,General
document verification info variation 1056,Original documents must be verified at the time of admission.,General
fee payment info variation 1057,Fees can be paid online via UMS or at the accounts office.,General
grade cards info variation 1058,Grade cards can be downloaded from the UMS portal after results.,General
medical center info variation 1059,LPU has a 24/7 hospital with ambulance services.,General
minor degrees info variation 1060,Students can opt for a minor degree in a different specialization.,General
supplementary exams info variation 1061,Students can clear backlogs by appearing in supplementary exams.,General
attendance policy info variation 1062,75% attendance is mandatory for all students to avoid detention.,General
MTE exams info variation 1063,Mid-term exams usually hold 20% weightage in the total grade.,General
ETE exams info variation 1064,End-term exams are comprehensive and usually hold 60% weightage.,General
refund policy info variation 1065,Refunds are processed as per UGC and university norms.,General
student code of conduct info variation 1066,Follow the handbook for all university rules and ethics.,General
WiFi access info variation 1067,Full campus is WiFi-enabled with high-speed connectivity.,General
off-campus drives info variation 1068,LPU also assists in off-campus placement opportunities.,General
supplementary exams info variation 1069,Students can clear backlogs by appearing in supplementary exams.,General
admission process info variation 1070,Apply online at lpu.in and appear for LPUNEST for admission.,General
medical center info variation 1071,LPU has a 24/7 hospital with ambulance services.,General
loan assistance info variation 1072,LPU provides assistance for education loans with various banks.,General
Teacher Guardian info variation 1073,Every student is assigned a TG for academic and personal guidance.,General
Teacher Guardian info variation 1074,Every student is assigned a TG for academic and personal guidance.,General
library info variation 1075,The central library is open 24/7 during exam periods.,General
alumni network info variation 1076,A strong alumni network helps current students with referrals.,General
mock interviews info variation 1077,Regular mock interviews are held to boost student confidence.,General
CDG cell info variation 1078,The Career Development Group (CDG) manages all placement activities.,General
document verification info variation 1079,Original documents must be verified at the time of admission.,General
WiFi access info variation 1080,Full campus is WiFi-enabled with high-speed connectivity.,General
ETE exams info variation 1081,End-term exams are comprehensive and usually hold 60% weightage.,General
document verification info variation 1082,Original documents must be verified at the time of admission.,General
uniform policy info variation 1083,Formal dress code is mandatory on specified weekdays.,General
LPUNEST info variation 1084,LPUNEST is LPU's entrance and scholarship test.,General
credit system info variation 1085,LPU follows a Choice Based Credit System (CBCS).,General
aptitude training info variation 1086,Intensive aptitude training starts from the 5th semester.,General
WiFi access info variation 1087,Full campus is WiFi-enabled with high-speed connectivity.,General
alumni network info variation 1088,A strong alumni network helps current students with referrals.,General
CA components info variation 1089,"Continuous Assessment includes assignments, quizzes, and projects.",General
grade cards info variation 1090,Grade cards can be downloaded from the UMS portal after results.,General
highest package info variation 1091,LPU has recorded a package as high as 1 crore+ internationally.,General
alumni network info variation 1092,A strong alumni network helps current students with referrals.,General
CGPA calculation info variation 1093,CGPA is calculated by dividing total grade points by total credits.,General
university fests info variation 1094,Global Carnival and One India are the biggest annual fests.,General
ID card info variation 1095,Always carry your ID card; it's mandatory for entry and exams.,General
ML/DL rules info variation 1096,Apply for Medical or Duty leaves via the UMS portal.,General
credit system info variation 1097,LPU follows a Choice Based Credit System (CBCS).,General
medical center info variation 1098,LPU has a 24/7 hospital with ambulance services.,General
admission process info variation 1099,Apply online at lpu.in and appear for LPUNEST for admission.,General
How to use RMS (Request Management System)?,"The Request Management System (RMS) is your primary portal for official university requests. Follow these steps: 1. Login to UMS. 2. Navigate to 'Quick Links'. 3. Select 'RMS'. 4. Click 'Raise Request'. 5. Select Category (Duty Leave, Academic, Hostel, etc.). 6. Attach mandatory documents. 7. Submit. Tracking: You can monitor your request status directly in the RMS dashboard. Typical resolution: 2-3 working days.",Rules Safety and Grievance
Where is the RMS portal?,"The RMS (Request Management System) portal is located within the University Management System (UMS). Once logged into UMS, look for the 'RMS' icon or find it under the 'Services' menu.",Rules Safety and Grievance
How to apply for duty leave (DL)?,Duty Leave (DL) must be applied for through the RMS portal on UMS. Steps: 1. Login to UMS -> RMS. 2. Select 'Apply for Duty Leave'. 3. Input event details and dates. 4. Upload the supporting certificate (signed by relevant HOD or Co-curricular head). 5. Submit for approval. Important: Application must be made within 7 days of the event completion.,Rules Safety and Grievance
What is the fee structure for BTech?,"The B.Tech fee at LPU is ₹1,20,000 to ₹1,60,000 per semester depending on the specialization (e.g., CSE vs Mechanical). Additional charges: Admission/Medical Fee (₹10,000 one-time), Examination Fee (₹2,500/sem). Scholarship offsets: Up to 50% based on LPUNEST or JEE Mains rank, which can significantly reduce the net fee.",Admissions and Administration
How to get a scholarship?,LPU offers one of India's largest scholarship schemes. Eligibility: 1. LPUNEST Score (Phase 1/2). 2. JEE Mains/CUET ranks. 3. Board Percentage (90%+ for Category 1). 4. Sports/Cultural excellence. Scholarship is maintained by keeping 75%+ attendance and 6.0+ CGPA with no active UMC.,Admissions and Administration
How is CGPA calculated?,"Academic evaluation follows the Choice Based Credit System (CBCS). CGPA = Total Grade Points earned across all semesters / Total Credits. LPU uses a 10-point scale. Example: Grade 'O' = 10, 'A+' = 8, 'F' = 0. Use the UMS CGPA Calculator for precise semester-wise projections.",Academic
Which department issues bonafide letters at LPU?,"Bonafide certificates at LPU are issued by the **Registrar's Office / Academic Affairs Department**, located in the **Block-A administrative building**. You need to submit a written application or raise a request through the **UMS/RMS portal** under Student Services. The letter is typically ready within 2–3 working days.",Academic
How to get a bonafide certificate from LPU?,"To get a bonafide certificate at LPU: 1. Log in to **UMS** → go to **Student Services** → select **Certificate Request**. 2. Fill in the purpose (bank, visa, scholarship, internship, etc.). 3. Submit the request. 4. Collect the signed certificate from the **Registrar's Office, Block-A** within 2–3 working days. Alternatively, submit a written application at Block-A directly.",Academic
How many days does it take to get bonafide certificate at LPU?,A bonafide certificate at LPU is issued within **2 to 5 working days** after the request is submitted via the RMS/UMS portal or submitted physically at the Registrar's Office in Block-A.,Academic
What is the bonafide certificate used for at LPU?,"A bonafide certificate from LPU is used for purposes like: bank account opening, passport/visa application, scholarship applications, railway/bus concession passes, internship letters, education loan, and other official purposes requiring proof of enrollment.",Academic
How to get a character certificate from LPU?,"A character certificate at LPU can be obtained from the **Dean of Student Welfare (DSW) Office** or **Registrar's Office** in Block-A. Submit a request via UMS portal → Student Services → Certificate Request (Character Certificate), or apply in person. It is issued within 3–5 working days.",Academic
How to get provisional certificate after graduation at LPU?,"After passing all subjects and completing your degree, you can apply for a provisional degree certificate from the **Examination/Registrar's Office** in Block-A. Submit the clearance form after clearing all dues. The provisional certificate is normally issued during the convocation or within 15–30 days of result declaration.",Academic
How to get migration certificate from LPU?,"Migration certificate from LPU can be obtained from the **Registrar's Office, Block-A**. You need to: 1. Clear all dues (library, hostel, fee). 2. Submit a migration application form. 3. Get a NOC from your department. 4. Pay the migration certificate fee. It takes around 7–15 working days.",Academic
How to get transcript from LPU?,"To get official transcripts from LPU: 1. Visit **ums.lpu.in** → Services → Transcript Request. 2. Specify number of sealed copies needed. 3. Pay the transcript fee (₹500–₹1000 per copy). 4. Collect from Registrar's Office, Block-A within 5–10 working days. For foreign universities, transcripts can be sent directly upon request.",Academic
How to get degree certificate from LPU?,"The original degree certificate is awarded during the **Annual Convocation** ceremony at LPU. After convocation, you can collect it from Block-A registration office or it may be dispatched by post. If you miss the convocation, you can apply for it separately at the Registrar's Office.",Academic
How to apply for duplicate marksheet at LPU?,"For a duplicate marksheet at LPU: 1. File an FIR at the nearest police station (for lost document). 2. Submit a notarized affidavit. 3. Apply at the Examination Cell, Block-A with the affidavit and FIR copy. 4. Pay the duplicate certificate fee. Processing takes 15–30 working days.",Academic
Where is the Registrar Office at LPU?,"The Registrar's Office at LPU is located in **Block-A**, the main administrative building on campus. It handles all academic records, certificates, transcripts, bonafide letters, migration, and official university documentation.",Academic
What is UMS at LPU?,"UMS stands for **University Management System** at LPU. It is the official online portal (ums.lpu.in) where students can view attendance, results, fee details, course registration, timetable, exam schedule, and apply for various services. Login using your LPU registration number and password.",Academic
How to login to UMS at LPU?,"To login to UMS: 1. Go to **ums.lpu.in**. 2. Enter your **Registration Number** (e.g., 12200000). 3. Enter your **password** (default is your date of birth in DDMMYYYY format if never changed). 4. Select student role and click Sign In. If locked, reset via Forgot Password or contact your Teacher Guardian (TG).",Academic
"I forgot my UMS password at LPU, what should I do?","If you forgot your UMS password: 1. Go to **ums.lpu.in** → click **Forgot Password**. 2. Enter your registered email/registration number. 3. A reset link will be sent to your registered email. Alternatively, visit the **IT Helpdesk** in Block-A or contact your **Teacher Guardian (TG)** to reset it.",Academic
How to check result on UMS at LPU?,"To check your result on UMS: 1. Login to **ums.lpu.in**. 2. Go to **Academics** → **Result**. 3. Select the semester. 4. You can see your subject-wise marks, grade, SGPA, and CGPA. Results are uploaded after each examination cycle.",Academic
How to register for courses on UMS at LPU?,"Course registration on UMS: 1. Login at **ums.lpu.in**. 2. Go to **Academics** → **Course Registration** during the designated registration window (usually at semester start). 3. Select your core, elective, and open elective courses. 4. Submit. Consult your TG if you face any issues.",Academic
What is LMS at LPU?,"LMS stands for **Learning Management System** at LPU, powered by **Blackboard**. It is the e-learning platform where faculty upload lecture notes, assignments, announcements, and content. Students can access it at **lpu.blackboard.com** using their student login credentials.",Academic
How to access LMS Blackboard at LPU?,"To access LMS: 1. Go to **lpu.blackboard.com**. 2. Login using your LPU registration number and password. 3. You will see all your enrolled courses. 4. Click on a course to view lectures, assignments, video content, and announcements posted by faculty.",Academic
What is the minimum attendance rule at LPU?,"LPU requires a minimum of **75% attendance** in each subject per semester. If attendance falls below 75% but is above 65%, you may be debarred from the End Term Exam (ETE) unless you have valid medical or duty leave approved. Below 65% results in automatic debarment from the exam.",Academic
What happens if attendance is below 75% at LPU?,If your attendance falls below **75%** in any subject: 1. You receive a warning from the system. 2. Between 65–74%: You may appear in the exam but get a penalty/shortage. 3. Below 65%: You are **debarred** from appearing in that subject's End Term Exam. You must apply for condonation with medical proof or accept debarment.,Academic
How to apply for attendance condonation at LPU?,"To apply for attendance condonation: 1. Login to **UMS** → **RMS** (Request Management System). 2. Submit a condonation request with supporting documents (medical certificate for medical leave, duty leave form for events). 3. Your TG/HOD reviews it. 4. Approved only in genuine cases — medical emergency, national-level sports, or university-approved events.",Academic
What is the attendance shortage fine at LPU?,"LPU does not directly charge a fine for attendance shortage, but students with less than 75% attendance risk **debarment** from End Term Exams, which means they cannot appear in the exam for that subject. This results in a fail grade and they must re-register for the course in the next semester, incurring additional course fees.",Academic
How to check subject-wise attendance at LPU?,"To check subject-wise attendance: 1. Login to **ums.lpu.in**. 2. Go to **Academics** → **Attendance**. 3. Select your semester. 4. You will see each subject's attendance percentage, number of classes held, and classes attended. Color codes: green (safe), yellow (warning), red (shortage).",Academic
Can proxy attendance be marked at LPU?,LPU strictly prohibits proxy attendance. The university uses **biometric attendance systems** and faculty-marked digital attendance via UMS. Proxy attendance is treated as a disciplinary breach and can lead to suspension or an Unfair Means Case (UMC) being filed against the student.,Rules Safety and Grievance
What is the CA MTE ETE pattern at LPU?,"LPU's evaluation pattern: **CA (Continuous Assessment)** = 20 marks (assignments, quizzes, lab work throughout the semester). **MTE (Mid Term Exam)** = 20 marks (held around week 7–8). **ETE (End Term Exam)** = 60 marks (held at the end of the semester). Total = 100 marks per subject.",Academic
What is the passing marks in each subject at LPU?,"The minimum passing marks at LPU are: **40 out of 100** in theory subjects (i.e., Grade P = 4 points or above). For practical subjects, passing criteria may vary. Students must pass each component (CA, MTE, ETE) individually as per departmental rules. Failing the ETE alone can result in fail if the combined percentage falls below 40.",Academic
How is CGPA calculated at LPU?,CGPA at LPU is calculated as the **weighted average of grade points** earned across all semesters. Formula: CGPA = (Sum of Credit × Grade Points for all subjects) ÷ (Total Credits). Each subject has a credit value. CGPA ranges from 0 to 10. Percentage equivalent = (CGPA − 0.5) × 10.,Academic
What is SGPA at LPU?,SGPA (Semester Grade Point Average) at LPU is the grade point average for a single semester. It is calculated as: SGPA = (Sum of Credit × Grade Points for that semester) ÷ (Sum of Credits for that semester). It reflects your academic performance for that particular semester only.,Academic
What happens if I fail a subject at LPU?,"If you fail a subject (below 40 marks or Grade F): 1. You must **re-register** for that subject in the next semester it is offered. 2. You pay re-registration fees. 3. Both attempts appear on the transcript, with the better grade considered for CGPA. 4. More than 2 consecutive backlogs may lead to academic probation.",Academic
What is back paper at LPU?,Back paper (or backlog) at LPU refers to a subject in which a student has scored less than the minimum passing marks (40%) and needs to repeat it. Students can re-register for failed subjects in subsequent semesters. Having backlogs can affect scholarship eligibility and placement eligibility.,Academic
What is re-appear exam at LPU?,"A re-appear exam at LPU is an opportunity for students who missed the End Term Exam due to a valid reason (medical emergency, etc.) or failed in ETE only. It is conducted a few weeks after the main ETE. Students must apply via UMS/RMS with supporting documents within the specified deadline.",Academic
What is grace marks policy at LPU?,"LPU has a grace marks provision where a few marks may be awarded to help a student pass or improve their grade, subject to the university's discretion and examination committee approval. Typically, up to 5% grace may be applied in borderline cases. This is not guaranteed and is decided by the Examination Council.",Academic
What is academic probation at LPU?,"Academic probation at LPU is imposed on students whose CGPA falls below a specified threshold (usually 4.0 or below passing standard) or who accumulate multiple backlogs. Students on probation receive a warning, are required to meet with their TG/HOD, and may face restrictions on co-curricular activities or scholarship suspension.",Academic
How to apply for re-checking of answer sheet at LPU?,To apply for re-checking/re-evaluation of answer sheet: 1. Login to **UMS** → **RMS** → Submit a re-evaluation request within the deadline after result declaration (usually 7–10 days). 2. Pay the re-evaluation fee per subject. 3. The Examination Department re-checks the answer sheet. Results may go up or stay the same.,Academic
What is the exam schedule notification process at LPU?,"LPU publishes the exam schedule (date sheet) on the **UMS portal** under Examinations → Date Sheet, usually 2–3 weeks before exams begin. Notifications are also sent via official LPU email and displayed on notice boards in departments. Always keep checking UMS during the exam season.",Academic
Can I see my answer sheet at LPU?,"LPU allows students to view their evaluated answer sheets under the **photocopy of answer sheet** scheme. Apply via UMS/RMS within 10 days of result declaration, pay the requisite fee, and your answer sheet photocopy will be made available by the Examination Cell, Block-A.",Academic
What is the fee structure for BTech at LPU?,"BTech fee at LPU (2024–25): Semester fee ranges from approximately **₹70,000 to ₹1,05,000** per semester depending on the programme (CSE/ECE/ME/CE etc.) and scholarship awarded. Annual total: ~₹1.4L to ₹2.1L. Scholarship through LPUNEST can reduce fees significantly. Hostel and mess are charged separately.",Admissions and Administration
How to pay fee online at LPU?,"To pay LPU fee online: 1. Login to **UMS** → **Finance** → **Fee Payment**. 2. Check the due amount and deadline. 3. Click Pay Online → choose Net Banking / Credit Card / Debit Card / UPI. 4. On success, download the fee receipt. Payment can also be made at the university finance counter in Block-D.",Admissions and Administration
What is the last date for fee payment at LPU?,The fee payment deadline at LPU is typically **before the semester begins** or within the first 2 weeks of each semester. Exact dates are communicated via UMS and email. Late payment incurs a fine of **₹50 per day** after the deadline. Always check UMS Finance section for your specific due date.,Admissions and Administration
What is the fine for late fee payment at LPU?,"LPU charges a late fee fine of **₹50 per day** after the fee payment deadline. After a certain threshold (usually 30 days), the student's UMS access may be restricted and they may be barred from exams until dues are cleared. Always pay on time or apply for an extension via UMS.",Admissions and Administration
Does LPU have a fee installment option?,"Yes, LPU offers **installment-based fee payment** in some cases. Students can request a payment plan from the Finance Office (Block-D). Education loans from banks like SBI, Punjab National Bank, and HDFC are also facilitated by LPU. Apply at the Finance Department with required loan documents.",Admissions and Administration
How to get fee receipt at LPU?,"To download your fee receipt: 1. Login to **ums.lpu.in** → **Finance** → **Fee Receipt**. 2. Select the semester. 3. Download/Print the receipt in PDF format. Keep it for future reference, scholarship claims, or loan documents.",Admissions and Administration
What is the refund policy for fee at LPU?,LPU's fee refund policy (as per UGC norms): Withdrawal before the course start date = **100% refund**. Within 15 days of start = 80% refund. Within 30 days = 50% refund. Within 60 days = 25% refund. After 60 days from course start = No refund. Hostel and mess charges follow a separate refund schedule.,Admissions and Administration
Can I get education loan for LPU?,"Yes, LPU has tie-ups with banks like **SBI, Bank of Baroda, Punjab National Bank, HDFC, and Axis Bank** for education loans. Visit the Finance Office in Block-D for loan processing. You need 10th/12th/semester marksheets, bonafide certificate, fee structure document, and family income proof.",Admissions and Administration
What is LPUNEST scholarship?,LPUNEST (LPU National Entrance and Scholarship Test) is LPU's own entrance cum scholarship exam. Based on LPUNEST score: **Rank 1** = 100% tuition fee waiver. **Rank 2–10** = 75% waiver. Scholarships range from 10% to 100% depending on rank. It also accepts JEE/NEET/CAT/CLAT scores for scholarship determination.,Admissions and Administration
How much scholarship can I get at LPU based on JEE score?,LPU offers scholarships based on JEE Mains/Advanced scores: **JEE score ≥ 99 percentile** → 100% tuition fee waiver. **95–99 percentile** → 75% waiver. **90–95 percentile** → 50% waiver. **85–90 percentile** → 25% waiver. Exact slabs are updated each academic year — always verify on lpu.in.,Admissions and Administration
What is merit scholarship at LPU?,LPU's merit scholarship is awarded based on **academic performance each semester**. Students with CGPA ≥ 9.0 in the previous semester get a partial/full tuition fee waiver for the next semester. The exact percentage depends on the programme and the policy for that academic year. Check UMS → Scholarship tab.,Admissions and Administration
How to apply for scholarship renewal at LPU?,"Scholarship renewal at LPU is automatic if you meet the CGPA criteria. For LPUNEST scholarships: maintain the minimum CGPA (usually 6.5–7.5 depending on tier). If not maintained, the scholarship pauses. Appeal via UMS → Finance → Scholarship Status or visit the Scholarship Cell in Block-D.",Admissions and Administration
Is there sports scholarship at LPU?,"Yes, LPU provides **Sports Scholarships** for national/international level athletes. Up to 100% tuition fee waiver for students representing India, and 50–75% for state-level players. Apply to the Sports Department (Block-50 Sports Complex) with your achievement certificates. The Admissions Office also manages sports scholarships.",Admissions and Administration
What is the sports quota admission at LPU?,"LPU admits students under **Sports Quota** for those who have represented at district, state, national, or international levels. Benefits include relaxed merit criteria for admission and scholarship up to 100%. Apply through the sports department after clearing the standard admission process at lpu.in/admission.",Admissions and Administration
What is the admission process at LPU?,LPU admission process: 1. Apply online at **lpu.in/admission**. 2. Select programme and fill the form. 3. Appear for **LPUNEST** (optional but recommended for scholarship). 4. Submit qualifying exam scores (10+2/degree). 5. Receive admission offer letter. 6. Pay the confirmation fee. 7. Complete document verification on reporting day.,Admissions and Administration
What are the documents required for LPU admission?,"Documents required for LPU admission: 10th marksheet & certificate, 12th marksheet & certificate (or degree), photo ID proof (Aadhaar/Passport), 6–8 passport-size photographs, migration certificate (if from outside Punjab), category certificate (SC/ST/OBC if applicable), medical fitness certificate, and income certificate (for scholarship).",Admissions and Administration
What is the last date for LPU admission?,"LPU follows a rolling admission process, so applications are accepted **throughout the year** until batches are filled. However, the primary intake is in **July–August** for the odd semester. Some programmes also admit in January. Check **lpu.in/admission** for current deadline details.",Admissions and Administration
Does LPU accept JEE score for BTech admission?,"Yes, LPU accepts **JEE Mains, JEE Advanced, SAT, CUET**, and LPUNEST scores for BTech admission. JEE score above the qualifying cutoff ensures direct admission without LPUNEST. The JEE score also determines the level of scholarship awarded. No separate entrance exam is needed if JEE score meets the criteria.",Admissions and Administration
What are the BTech programmes offered at LPU?,"LPU offers BTech in: Computer Science & Engineering (CSE), CSE with specializations (AI/ML, Cybersecurity, Data Science, Cloud, IoT, Blockchain), Electronics & Communication (ECE), Electrical Engineering (EE), Mechanical Engineering (ME), Civil Engineering (CE), Chemical Engineering, Aerospace Engineering, Biotechnology, and many more. Over 40+ BTech specializations are available.",Admissions and Administration
What is LPU's NAAC grade?,"LPU has been accredited by **NAAC with an A++ grade** (the highest possible grade), making it one of the top private universities in India. It is also in the top 50 in NIRF Rankings.",Admissions and Administration
What is the LPU registration number format?,"LPU registration numbers follow the format: **YYYYS####** where YYYY = year of admission, S = school/programme code, and #### = unique serial. For example, 12213801 means 2022 batch. The registration number is used for all UMS logins, exams, and official correspondence.",Admissions and Administration
What are the hostel facilities at LPU?,"LPU hostels (Boys: B1–B11, Girls: G1–G8) offer: furnished rooms (single, double, triple sharing), 24/7 Wi-Fi, biometric access, 24/7 security & CCTV, attached bathrooms, hot water, common rooms with TV, indoor games, gym facilities in some blocks, laundry facilities, and nearby mess/food courts.",Campus Life
How to apply for hostel at LPU?,To apply for hostel at LPU: 1. Login to **UMS** → **Hostel Module** → Apply for Hostel. 2. Select the hostel block and room type preference. 3. Pay the hostel fee (annual or semester-wise). 4. Allotment is done on a first-come-first-served basis. You may also apply through the Hostel Office in Block-11.,Campus Life
What is the hostel fee at LPU?,"LPU hostel fee (2024–25): **Single room** ≈ ₹1.3–1.7 lakh per year, **Double sharing** ≈ ₹80,000–1.1 lakh per year, **Triple sharing** ≈ ₹55,000–75,000 per year. Separate mess charges apply: ~₹3,000–4,500 per month depending on meal plan selected.",Campus Life
What are the hostel rules at LPU?,"Key LPU hostel rules: 1. Curfew: Boys — 10:00 PM, Girls — 8:00 PM (varies by block). 2. No outside guests in rooms. 3. No ragging, alcohol, or smoking on premises. 4. Biometric entry/exit mandatory. 5. Room inspections can happen. 6. Visitors allowed only in designated visitor areas during specified hours. 7. Proper dress code required in common areas.",Rules Safety and Grievance
What are the boys hostel blocks at LPU?,"Boys hostels at LPU are in **Blocks B1 to B12** (some numbered differently). Each block has varies from 3 to 10 floors with different room types. B-Block hostels are located in the main campus area, with amenities like common rooms, gyms (select blocks), Wi-Fi, and mess facilities nearby.",Campus Life
What are the girls hostel blocks at LPU?,"Girls hostels at LPU are in **Blocks G1 to G8** and some dedicated wings. All girls hostel blocks have 24/7 female security, biometric entry, CCTV surveillance, strict visiting hours for guests, attached bathrooms, and are located in secure zones of the campus separate from boys hostels.",Campus Life
What is the hostel curfew time at LPU?,"LPU hostel curfew: **Boys** — 10:30 PM. **Girls** — 8:00 PM (strictly enforced). Students out after curfew must report to the warden with a valid reason. Repeated violations lead to a hostel disciplinary warning. Gates are controlled by biometric systems, and all entry/exit is logged.",Rules Safety and Grievance
Is food good at LPU hostel mess?,"LPU has over 20 mess outlets and multiple food courts offering North Indian, South Indian, Chinese, Continental, Jain, and vegan options. The university has a centralized mess system with hygiene audits. There are also multiple restaurants, cafes, and fast food outlets within the campus like Domino's, Subway, and local dhaba-style eateries.",Campus Life
What is the mess fee at LPU?,"LPU mess fee is approximately **₹3,000–₹4,500 per month** depending on the meal plan. Plans include: 1. Breakfast + Lunch + Dinner (full plan), 2. Lunch + Dinner only. Students can opt for monthly meal plans or use the food court on a pay-per-use basis. Food is available at reasonable prices.",Campus Life
Can I stay off-campus at LPU?,All **regular undergraduate students** are required to stay in the university hostel unless they are local residents (residing with family in the Phagwara/Jalandhar area). Off-campus stay requires a formal request approved by the HOD and DSW office with parental consent. PG and PhD students may be exempted.,Rules Safety and Grievance
What is the campus size of LPU?,"LPU (Lovely Professional University) is spread over a **600-acre campus** in Phagwara, Punjab. It is one of the largest university campuses in India. The campus includes academic blocks, hostels, sports complexes, food courts, hospitals, banks, salons, and recreational facilities.",Campus Life
What facilities are available at LPU campus?,"LPU campus facilities include: Central Library (24/7 during exams), Sports Complex (cricket ground, badminton, basketball, football, swimming pool, gym), Medical Centre (Uni-mall), ATMs (multiple banks), supermarket, restaurant zone, cinema room, auditoriums, AC classrooms with smart boards, high-speed Wi-Fi campus-wide, laundry, salon, and more.",Campus Life
What sports facilities are available at LPU?,"LPU has world-class sports facilities: cricket ground, football field, basketball/volleyball courts, badminton courts, table tennis, chess, carrom, Olympic-size swimming pool, athletics track, kabaddi/kho-kho ground, boxing/wrestling ring, squash court, skating rink, and a fully equipped gymnasium. Sports coaching is also provided.",Campus Life
What clubs and societies are available at LPU?,"LPU has 200+ student clubs and societies including: coding clubs (Microsoft Student Association, Google DSC), cultural clubs (music, dance, drama, photography), literary clubs (debate, public speaking), sports clubs, robotics club, astronomy club, entrepreneurship cell, NSS, NCC, Rotaract, and more. Join via UMS → Co-curricular Activity.",Campus Life
What is One India at LPU?,"**One India** is LPU's flagship annual cultural festival that celebrates the cultural diversity of India. Students from all states perform their traditional dances, songs, and cultural acts. It is one of the largest cultural events in Indian universities and runs for multiple days with massive audience participation.",Campus Life
What is Bloom at LPU?,"**Bloom** is LPU's Annual International Cultural Festival — a mega event featuring celebrity performers, international acts, competitions, and cultural showcases. It is the biggest annual festival at LPU with performances from top Bollywood artists, international musicians, and student talent shows.",Campus Life
What is Kavya at LPU?,"**Kavya** is LPU's Annual Sports Fest, one of the largest inter-university sports competitions in North India. Students from universities across India participate in 30+ sports disciplines. It's an Olympic-style sports festival organized by LPU students every year.",Campus Life
Is there a swimming pool at LPU?,"Yes, LPU has an **Olympic-size swimming pool** at the Sports Complex (Block-50 area). It is open to all students. Swimming coaching is also available. The pool follows water quality standards and is maintained year-round.",Campus Life
What is the LPU Uni-mall?,"The **Uni-mall** at LPU is a one-stop commercial complex within the campus that houses: food outlets (Domino's, Subway, cafes, dhabas), clothing shops, electronics store, book store, bank branches, ATMs, salon/spa, medical pharmacy, and various student services. It is a mall-like facility inside the campus.",Campus Life
Is there a hospital at LPU?,"LPU has a **Medical Centre / Student Clinic** on campus that provides basic healthcare, emergency care, and general OPD services. For specialized treatment, students are referred to **Lovely Hospital** (affiliated), located close to the campus. 24-hour ambulance service is available on campus.",Campus Life
What is the internet speed at LPU campus?,LPU provides **campus-wide high-speed Wi-Fi** with speeds typically ranging from 50 Mbps to 1 Gbps depending on the zone. The campus runs on an optical fiber network. Student hostels have dedicated Wi-Fi routers per floor. VPN services may restrict certain content as per university policy.,Campus Life
Where is LPU located?,"LPU (Lovely Professional University) is located in **Phagwara, Punjab, India** — on the GT Road (National Highway 44). It is approximately 25 km from Jalandhar city, 148 km from Chandigarh, and 440 km from Delhi. The nearest railway station is **Phagwara Railway Station** (~5 km from campus).",Campus Life
How to reach LPU campus?,"To reach LPU Phagwara: By Rail — nearest station is **Phagwara** (trains from Delhi, Amritsar, Chandigarh). By Road — LPU is on NH-44 GT Road; buses from Jalandhar, Ludhiana, Amritsar available. By Air — nearest airports: **Chandigarh Airport** (148 km) or **Amritsar Airport** (100 km). University buses available from Phagwara bus stand.",Campus Life
Is there a temple or place of worship at LPU?,"Yes, LPU has places of worship for multiple religions within the campus including a **temple, mosque, gurudwara**, and a meditation centre. LPU promotes religious harmony and all students are welcomed to practice their faith. The campus has a multicultural and inclusive environment.",Campus Life
Does LPU have a laundry service?,"Yes, LPU hostels have **laundry facilities** available on each floor or block-wise. Coin-operated or subscription-based washing machines are available. Some blocks also have a third-party laundry service that picks up and delivers cleaned clothes within 24–48 hours for a nominal charge.",Campus Life
What is the highest package at LPU?,"The highest package at LPU recorded was **₹1.05 Crore per annum** (international). The highest domestic package has been around **₹44–70 LPA** from companies like Google, Microsoft, Goldman Sachs, and similar top-tier companies. These are for CSE/IT branches primarily.",Placements and Career
What is the average package at LPU?,"The average placement package at LPU is approximately **₹4.5 to ₹7 LPA** across all programmes. For top CSE/IT specializations like AI/ML, Data Science, and Cloud Computing, the average package from good companies ranges from ₹6–12 LPA. These figures can vary by year and branch.",Placements and Career
